start	end	text
261000	263000	I would like to ask you if you would like to say something in English or in other languages?
263000	265000	I would like to ask you if you would like to say something in English or in other languages?
265000	267000	I would like to ask you if you would like to say something in English or in other languages?
267000	269000	I would like to ask you if you would like to say something in English or in other languages?
269000	271000	I would like to ask you if you would like to say something in English or in other languages?
271000	273000	I would like to ask you if you would like to say something in English or in other languages?
273000	275000	I would like to ask you if you would like to say something in English or in other languages?
275000	277000	I would like to ask you if you would like to say something in English or in other languages?
277000	279000	I would like to ask you if you would like to say something in English or in other languages?
279000	281000	I would like to ask you if you would like to say something in English or in other languages?
281000	283000	I would like to ask you if you would like to say something in English or in other languages?
283000	285000	I would like to ask you if you would like to say something in English or in other languages?
285000	287000	I would like to ask you if you would like to say something in English or in other languages?
287000	289000	I would like to ask you if you would like to say something in English or in other languages?
289000	291000	I would like to ask you if you would like to say something in English or in other languages?
291000	293000	I would like to ask you if you would like to say something in English or in other languages?
293000	295000	I would like to ask you if you would like to say something in English or in other languages?
295000	297000	I would like to ask you if you would like to say something in English or in other languages?
297000	299000	I would like to ask you if you would like to say something in English or in other languages?
299000	301000	I would like to ask you if you would like to say something in English or in other languages?
301000	303000	I would like to ask you if you would like to say something in English or in other languages?
303000	305000	I would like to ask you if you would like to say something in English or in other languages?
305000	307000	I would like to ask you if you would like to say something in English or in other languages?
307000	309000	I would like to ask you if you would like to say something in English or in other languages?
309000	311000	I would like to ask you if you would like to say something in English or in other languages?
311000	313000	I would like to ask you if you would like to say something in English or in other languages?
313000	315000	I would like to ask you if you would like to say something in English or in other languages?
315000	317000	I would like to ask you if you would like to say something in English or in other languages?
317000	319000	I would like to ask you if you would like to say something in English or in other languages?
319000	321000	I would like to ask you if you would like to say something in English or in other languages?
321000	323000	I would like to ask you if you would like to say something in English or in other languages?
323000	325000	I would like to ask you if you would like to say something in English or in other languages?
325000	327000	I would like to ask you if you would like to say something in English or in other languages?
327000	329000	I would like to ask you if you would like to say something in English or in other languages?
329000	331000	I would like to ask you if you would like to say something in English or in other languages?
331000	333000	I would like to ask you if you would like to say something in English or in other languages?
333000	335000	I would like to ask you if you would like to say something in English or in other languages?
335000	337000	I would like to ask you if you would like to say something in English or in other languages?
337000	339000	I would like to ask you if you would like to say something in English or in other languages?
339000	341000	I would like to ask you if you would like to say something in English or in other languages?
341000	343000	I would like to ask you if you would like to say something in English or in other languages?
343000	345000	I would like to ask you if you would like to say something in English or in other languages?
345000	347000	I would like to ask you if you would like to say something in English or in other languages?
347000	349000	I would like to ask you if you would like to say something in English or in other languages?
349000	351000	I would like to ask you if you would like to say something in English or in other languages?
351000	353000	I would like to ask you if you would like to say something in English or in other languages?
353000	355000	I would like to ask you if you would like to say something in English or in other languages?
355000	357000	I would like to ask you if you would like to say something in English or in other languages?
357000	359000	I would like to ask you if you would like to say something in English or in other languages?
359000	361000	I would like to ask you if you would like to say something in English or in other languages?
361000	363000	I would like to ask you if you would like to say something in English or in other languages?
363000	365000	I would like to ask you if you would like to say something in English or in other languages?
365000	367000	I would like to ask you if you would like to say something in English or in other languages?
367000	369000	I would like to ask you if you would like to say something in English or in other languages?
369000	371000	I would like to ask you if you would like to say something in English or in other languages?
371000	373000	I would like to ask you if you would like to say something in English or in other languages?
373000	375000	I would like to ask you if you would like to say something in English or in other languages?
375000	377000	I would like to ask you if you would like to say something in English or in other languages?
377000	379000	I would like to ask you if you would like to say something in English or in other languages?
379000	381000	I would like to ask you if you would like to say something in English or in other languages?
381000	383000	I would like to ask you if you would like to say something in English or in other languages?
383000	385000	I would like to ask you if you would like to say something in English or in other languages?
385000	387000	I would like to ask you if you would like to say something in English or in other languages?
387000	389000	I would like to ask you if you would like to say something in English or in other languages?
389000	391000	I would like to ask you if you would like to say something in English or in other languages?
391000	393000	I would like to ask you if you would like to say something in English or in other languages?
393000	395000	I would like to ask you if you would like to say something in English or in other languages?
395000	397000	I would like to ask you if you would like to say something in English or in other languages?
397000	399000	I would like to ask you if you would like to say something in English or in other languages?
399000	401000	I would like to ask you if you would like to say something in English or in other languages?
401000	403000	I would like to ask you if you would like to say something in English or in other languages?
403000	405000	I would like to ask you if you would like to say something in English or in other languages?
405000	407000	I would like to ask you if you would like to say something in English or in other languages?
407000	409000	I would like to ask you if you would like to say something in English or in other languages?
409000	411000	I would like to ask you if you would like to say something in English or in other languages?
411000	413000	I would like to ask you if you would like to say something in English or in other languages?
413000	415000	I would like to ask you if you would like to say something in English or in other languages?
415000	417000	I would like to ask you if you would like to say something in English or in other languages?
417000	419000	I would like to ask you if you would like to say something in English or in other languages?
419000	421000	I would like to ask you if you would like to say something in English or in other languages?
421000	423000	I would like to ask you if you would like to say something in English or in other languages?
423000	425000	I would like to ask you if you would like to say something in English or in other languages?
425000	427000	I would like to ask you if you would like to say something in English or in other languages?
427000	429000	I would like to ask you if you would like to say something in English or in other languages?
429000	431000	I would like to ask you if you would like to say something in English or in other languages?
431000	433000	I would like to ask you if you would like to say something in English or in other languages?
433000	435000	I would like to ask you if you would like to say something in English or in other languages?
435000	437000	I would like to ask you if you would like to say something in English or in other languages?
437000	439000	I would like to ask you if you would like to say something in English or in other languages?
439000	441000	I would like to ask you if you would like to say something in English or in other languages?
441000	443000	I would like to ask you if you would like to say something in English or in other languages?
443000	445000	I would like to ask you if you would like to say something in English or in other languages?
445000	447000	I would like to ask you if you would like to say something in English or in other languages?
447000	449000	I would like to ask you if you would like to say something in English or in other languages?
449000	451000	I would like to ask you if you would like to say something in English or in other languages?
451000	453000	I would like to ask you if you would like to say something in English or in other languages?
453000	455000	I would like to ask you if you would like to say something in English or in other languages?
455000	457000	I would like to ask you if you would like to say something in English or in other languages?
457000	459000	I would like to ask you if you would like to say something in English or in other languages?
459000	461000	I would like to ask you if you would like to say something in English or in other languages?
461000	463000	I would like to ask you if you would like to say something in English or in other languages?
463000	465000	I would like to ask you if you would like to say something in English or in other languages?
465000	467000	I would like to ask you if you would like to say something in English or in other languages?
467000	469000	I would like to ask you if you would like to say something in English or in other languages?
469000	471000	I would like to ask you if you would like to say something in English or in other languages?
471000	473000	I would like to ask you if you would like to say something in English or in other languages?
473000	475000	I would like to ask you if you would like to say something in English or in other languages?
475000	477000	I would like to ask you if you would like to say something in English or in other languages?
477000	479000	I would like to ask you if you would like to say something in English or in other languages?
479000	481000	I would like to ask you if you would like to say something in English or in other languages?
481000	483000	I would like to ask you if you would like to say something in English or in other languages?
483000	485000	I would like to ask you if you would like to say something in English or in other languages?
485000	487000	I would like to ask you if you would like to say something in English or in other languages?
487000	489000	I would like to ask you if you would like to say something in English or in other languages?
489000	491000	I would like to ask you if you would like to say something in English or in other languages?
491000	493000	I would like to ask you if you would like to say something in English or in other languages?
493000	495000	I would like to ask you if you would like to say something in English or in other languages?
495000	497000	I would like to ask you if you would like to say something in English or in other languages?
497000	499000	I would like to ask you if you would like to say something in English or in other languages?
499000	501000	I would like to ask you if you would like to say something in English or in other languages?
501000	503000	I would like to ask you if you would like to say something in English or in other languages?
503000	505000	I would like to ask you if you would like to say something in English or in other languages?
505000	507000	I would like to ask you if you would like to say something in English or in other languages?
507000	509000	I would like to ask you if you would like to say something in English or in other languages?
509000	511000	I would like to ask you if you would like to say something in English or in other languages?
511000	513000	I would like to ask you if you would like to say something in English or in other languages?
513000	515000	I would like to ask you if you would like to say something in English or in other languages?
515000	517000	I would like to ask you if you would like to say something in English or in other languages?
517000	519000	I would like to ask you if you would like to say something in English or in other languages?
519000	521000	I would like to ask you if you would like to say something in English or in other languages?
521000	523000	I would like to ask you if you would like to say something in English or in other languages?
523000	525000	I would like to ask you if you would like to say something in English or in other languages?
525000	527000	I would like to ask you if you would like to say something in English or in other languages?
527000	529000	I would like to ask you if you would like to say something in English or in other languages?
529000	531000	I would like to ask you if you would like to say something in English or in other languages?
531000	533000	I would like to ask you if you would like to say something in English or in other languages?
533000	535000	I would like to ask you if you would like to say something in English or in other languages?
535000	537000	I would like to ask you if you would like to say something in English or in other languages?
537000	539000	I would like to ask you if you would like to say something in English or in other languages?
539000	541000	I would like to ask you if you would like to say something in English or in other languages?
541000	543000	I would like to ask you if you would like to say something in English or in other languages?
543000	545000	I would like to ask you if you would like to say something in English or in other languages?
545000	547000	I would like to ask you if you would like to say something in English or in other languages?
547000	549000	I would like to ask you if you would like to say something in English or in other languages?
549000	551000	I would like to ask you if you would like to say something in English or in other languages?
551000	553000	I would like to ask you if you would like to say something in English or in other languages?
553000	555000	I would like to ask you if you would like to say something in English or in other languages?
555000	557000	I would like to ask you if you would like to say something in English or in other languages?
557000	559000	I would like to ask you if you would like to say something in English or in other languages?
559000	561000	I would like to ask you if you would like to say something in English or in other languages?
561000	563000	I would like to ask you if you would like to say something in English or in other languages?
563000	565000	I would like to ask you if you would like to say something in English or in other languages?
565000	567000	I would like to ask you if you would like to say something in English or in other languages?
567000	569000	I would like to ask you if you would like to say something in English or in other languages?
569000	571000	I would like to ask you if you would like to say something in English or in other languages?
571000	573000	I would like to ask you if you would like to say something in English or in other languages?
573000	575000	I would like to ask you if you would like to say something in English or in other languages?
575000	577000	I would like to ask you if you would like to say something in English or in other languages?
577000	579000	I would like to ask you if you would like to say something in English or in other languages?
579000	581000	I would like to ask you if you would like to say something in English or in other languages?
581000	583000	I would like to ask you if you would like to say something in English or in other languages?
583000	585000	I would like to ask you if you would like to say something in English or in other languages?
585000	587000	I would like to ask you if you would like to say something in English or in other languages?
587000	589000	I would like to ask you if you would like to say something in English or in other languages?
589000	591000	I would like to ask you if you would like to say something in English or in other languages?
591000	593000	I would like to ask you if you would like to say something in English or in other languages?
593000	595000	I would like to ask you if you would like to say something in English or in other languages?
595000	597000	I would like to ask you if you would like to say something in English or in other languages?
597000	599000	I would like to ask you if you would like to say something in English or in other languages?
599000	601000	I would like to ask you if you would like to say something in English or in other languages?
601000	603000	I would like to ask you if you would like to say something in English or in other languages?
603000	605000	I would like to ask you if you would like to say something in English or in other languages?
605000	607000	I would like to ask you if you would like to say something in English or in other languages?
607000	609000	I would like to ask you if you would like to say something in English or in other languages?
609000	611000	I would like to ask you if you would like to say something in English or in other languages?
611000	613000	I would like to ask you if you would like to say something in English or in other languages?
613000	615000	I would like to ask you if you would like to say something in English or in other languages?
615000	617000	I would like to ask you if you would like to say something in English or in other languages?
617000	619000	I would like to ask you if you would like to say something in English or in other languages?
619000	621000	I would like to ask you if you would like to say something in English or in other languages?
621000	623000	I would like to ask you if you would like to say something in English or in other languages?
623000	625000	I would like to ask you if you would like to say something in English or in other languages?
625000	627000	I would like to ask you if you would like to say something in English or in other languages?
627000	629000	I would like to ask you if you would like to say something in English or in other languages?
629000	631000	I would like to ask you if you would like to say something in English or in other languages?
631000	633000	I would like to ask you if you would like to say something in English or in other languages?
633000	635000	I would like to ask you if you would like to say something in English or in other languages?
635000	637000	I would like to ask you if you would like to say something in English or in other languages?
637000	639000	I would like to ask you if you would like to say something in English or in other languages?
639000	641000	I would like to ask you if you would like to say something in English or in other languages?
641000	643000	I would like to ask you if you would like to say something in English or in other languages?
643000	645000	I would like to ask you if you would like to say something in English or in other languages?
645000	647000	I would like to ask you if you would like to say something in English or in other languages?
647000	649000	I would like to ask you if you would like to say something in English or in other languages?
649000	651000	I would like to ask you if you would like to say something in English or in other languages?
651000	653000	I would like to ask you if you would like to say something in English or in other languages?
653000	655000	I would like to ask you if you would like to say something in English or in other languages?
655000	657000	I would like to ask you if you would like to say something in English or in other languages?
657000	659000	I would like to ask you if you would like to say something in English or in other languages?
659000	661000	I would like to ask you if you would like to say something in English or in other languages?
661000	663000	I would like to ask you if you would like to say something in English or in other languages?
663000	665000	I would like to ask you if you would like to say something in English or in other languages?
665000	667000	I would like to ask you if you would like to say something in English or in other languages?
667000	669000	I would like to ask you if you would like to say something in English or in other languages?
669000	671000	I would like to ask you if you would like to say something in English or in other languages?
671000	673000	I would like to ask you if you would like to say something in English or in other languages?
673000	675000	I would like to ask you if you would like to say something in English or in other languages?
675000	677000	I would like to ask you if you would like to say something in English or in other languages?
