start	end	text
215780	220700	erstmal muss man ja klar sagen man kann keine rekursionsfragen stellen also
220700	225620	fragen die immer weiter wachsen es handelt sich ja offensichtlich um eine
225620	229900	endliche angelegenheit da es sich um bücher handelt in der sozusagen alle
229900	233140	möglichen schriftabfolgen drin stehen aber natürlich können da keine
233140	237500	fraktalen fragen drin stehen die unendlich lang sind und das ist ja genau
237500	242340	die frage man hat ja immer so eine gödel frage am ende habe ich einen freien
242340	247140	willen ist ja eine gödel frage und die hat sozusagen immer die führt immer zu
247140	250460	einem unendlichen loop und das ist erstmal das erste problem was ich habe
250460	255180	aber natürlich die vorstellung die implizite vorstellung dass es einen
255180	258900	freien willen gibt die führt dann sozusagen zu den widersprüchen die diese
258900	264860	philosophen haben und da muss man sich einfach mal von verabschieden ich meine
264860	268780	ich habe ja in meinem video erklärt wie das läuft und man braucht dazu keine
268780	275220	keinen akkuraten determinismus die physik sagt ja auch der determinismus ist
275220	279260	den gibt es nicht auf könnt mich an schnell will kann man den nicht haben und
279260	283620	deswegen gibt es auch in allgemeinen keinen determinismus also nicht exakt
283620	287300	also man hat kein laplacian demon oder so da um das zu machen
287300	290660	man kann es nicht exakt berechnen aber nur weil man es nicht exakt berechnen
290660	296260	kann heißt es natürlich nicht dass da irgendwo freier wille ist und meine
296260	299340	argumentation wäre genau die es gibt keinen freien willen das ist eine
299340	303060	illusion und ich habe in meinem video erklärt lang und breit wieso ich glaube
303060	308300	wie das sozusagen entsteht woher das kommt und ja ich glaube das ist das was
308300	313980	die leute wahrscheinlich sich noch nie ernsthaft mal gefragt haben und
313980	319820	wahrscheinlich haben die leute auch keine ahnung von damasius modell oder
319820	323460	allem was danach kam also künstliche intelligenzforschung echter shit deep
323460	326780	learning das was man im moment schon sieht und was so leute wie joscha
326780	330700	bach die ganze zeit schon erzählen und ich meine es gibt eine menge philosophen
330700	335820	die die darüber wirklich nachgedacht haben und ernsthaft sich mit
335820	339660	wissenschaftlern unterhalten haben und überall kommt im prinzip raus aus jeder
339660	343140	einzelnen wissenschaft kommt raus dass wir vollständig dass wir keinen freien
343140	347100	willen haben dass es sich dabei um eine illusion handelt und dann ist auch
347100	350740	völlig klar dass der ganze andere rast den der aus dem chinesischen zimmer
350740	356460	folgt auch eigentlich geklärt ist ja also zum beispiel diese sache mit dem mit
356460	361020	dem philosophischen zombie ich bitte dich das ist doch überhaupt gar kein
361620	367740	wir sind alle philosophische zombies ganz einfach das ist die antwort die
367740	371140	finden das nur so schlimm weil sie irgendwie sagen es gibt da ein echtes
371140	376860	verstehen ein echtes wesen und jemanden der nur so tut aber ich sage euch mal
376860	384460	was wenn man etwas hat was exakt sich so verhält und etwas anderes was ich auch
384460	388740	exakt so verhält und das eine betiteln wir als echt und das andere nicht dann
388740	392900	ist das unsere willkürliche definition aber das ist lächerlich weil wenn es
392900	396140	keinen physikalischen unterschied gibt und alle experimente immer wieder gleich
396140	399540	wiederholbar sind dann gibt es keinen unterschied und genauso ist es mit dem
399540	403860	touring test auch wenn man eine künstliche intelligenz hat von der
403860	409300	jeder überzeugt ist dass es sich um ein intelligentes eine intelligente entität
409300	412100	handelt dann spielt es einfach keine rolle mehr ob es ein computer ist oder ein
412100	416580	mensch das ist genau das ist genau der punkt wenn
416580	421020	dinge identisch sind sind sie identisch und wir haben ein zufälliges label noch
421020	424340	oben drauf das ist künstlich und das ist nicht künstlich das ist das ist einfach
424340	427780	eine völlig naive vorstellung als würde es da irgendwas künstliches und nicht
427780	430860	künstliches geben wir sind auch künstlich in diesem sinne wir sind durch
430860	434260	die evolution so gewachsen unser unser gehören und die deep learning
434260	438580	architektur sozusagen unseres gehörens die ist durch evolution gewachsen und
438580	443260	die daten die wir reintun das ist das mit dem wir aufwachsen und ja wenn ihr
443260	445780	jetzt irgendwie verwirrt seid ihr müsst euch dann auf jeden fall mein video zum
445780	448180	freien willen angucken weil da erkläre ich genau wie das läuft mit dem
448180	456100	bewusstsein und und ein anderes video habe ich dann auch noch gesehen von
456100	459580	diesem astro comics tv kanal und dem anderen entropie kann ich weiß gar nicht
459580	464500	ob das physiker sind wahrscheinlich sind das physiker und da geht es um den
464500	469900	basis basis listen und das finde ich genauso absurd als würde das jetzt
469900	475140	irgendwie ein problem sein erst mal stated der ja da geht sozusagen sie
475140	479780	müsste das video reinziehen aber da geht es im prinzip darum dass es ein
479780	486100	computerprogramm gibt das perfekt ausrechnen kann wie es ist und wie gesagt
486100	490620	das kann nicht sein wegen quantenmechanik das wurde ja schon ist also es ist
490620	493740	sozusagen eine tatsache dass das nicht dass man nichts perfekt vorher sagen
493740	499020	kann nicht auf dem level und dadurch ist das komplett hinfällig für mich und es
499020	503660	spielt auch keine rolle es ist sozusagen la vida dieses gedankenexperiment ist nur
503660	506420	deswegen schlimm weil leute irgendwie keine ahnung von physik haben oder so
506420	512820	keine ahnung ja selbst wenn wir in der computer simulation leben
516260	521180	also ich finde höchstens interessant den gedanken daran dass man dann wenn man
521180	525380	lange noch darüber nachdenkt könnte man ja solange meditation betreiben bis man
525380	528660	so eine art neo wird ja bis man sozusagen die gödelkette einmal
528660	532540	gedacht hat und dann kann man durch null teilen oder dann kann man sowas beweisen
532540	535860	wie eins ist gleich zwei und dann kann man so eine art neo machen und wegfliegen
535860	541100	und und alles tun man dann wäre man selber so eine art singularität weil das
541100	544620	müsste ja dann sein wenn es ein computerprogramm ist dann wissen wir
544620	549220	ja schon wegen gürtel dass das nicht konsistent ist und das ist ja im
549220	553220	prinzip die konsequenz von matrix jeder könnte neo sein man muss nur den
553220	562100	gedanken zu ende denken und im übrigen wenn ihr euch mal damit beschäftigen
562100	565340	wollt was andere krasse geeks sich schon überlegt haben mit der
565340	569220	endsingularität weil was man für die endsingularität braucht ist natürlich
569220	574140	ein enormer eine enorme energiequelle und damit wäre es wahrscheinlich nicht
574140	577460	mal mit so einer sonne getan oder so man braucht richtig viel um mich zu sagen
577460	582060	unendlich viel und es gibt jemand der hat sich schon mal darüber nachgedacht
582060	586900	ein ganz schöner spinner aber sehr interessant zu lesen
587460	592060	frank tippler das ist das buch was vor schon total ausrastet es gibt noch
592060	595100	eins danach das ist noch bescheuert doch da geht es dann um christentum und so
595100	598260	aber der vorgänger davon soll sehr gut sein den habe ich selber noch nicht
598260	604980	gelesen aber ich werde ihn noch lesen das hier ist ziemlich stark das buch und
604980	612380	da geht es auch darum dass man als ja sehr auf einem sehr abstrakten level
612380	618780	geht es darum wie könnte man irgendwie aus der kosmologie genug energie ziehen
618780	622060	um hinterher mit genug energie kann man natürlich alles machen wegen e gleich
622060	626060	mc quadrat kann man insbesondere computer bauen die dann tatsächlich alle
626060	629740	welten simulieren weil in einer singularität die zeichnet sich ja
629740	633700	dadurch tatsächlich aus dass etwas divergiert und gegen unendlich geht aber
633700	639100	das ist sozusagen tatsächlich dass es echter richtiger shit und ja weiß ich
639100	643860	nicht das chinesische experiment also dass der chinesische das chinesische
643860	649220	zimmer und diese ganzen das für mich klingt das langsam alles ein bisschen
649220	655500	pseudomäßig ich habe den eindruck dass leute an einem gewissen punkt einfach
655500	658380	aufhören über über solche sachen nachzudenken und sich dann mit solchen
658380	662020	philosophischen gedankenexperimenten zufriedengeben für mich ist das überhaupt
662020	666620	nicht zufrieden stellt ich finde die tatsache dass aus den wissenschaften
666620	669340	herauskommt dass freier wille eine illusion ist und insbesondere kann man
669340	676420	ja sind die modelle schon so einleuchtend und so intuitiv damit wird
676420	679500	kann man viel besser sachen erklären weil für mich ist das chinesische
679500	684100	experiment einfach nur paradox ein scheinbarer widerspruch der man
684100	689900	auflösen kann wenn man mal an dieser annahme rüttelt dass es irgendwo einen
689900	693660	freien willen gibt es gibt einfach keinen unterschied zwischen einem
693660	696620	philosophischen zombie und normalen menschen und es gibt auch keinen
696620	700860	unterschied zwischen dem perfekten cyborg mit der künstlichen intelligent
700860	707060	später die verhalten sich ja identisch und wenn man länger darüber nachdenkt
707060	713460	ist wahrscheinlich das mit dem neo und dem freien willen und dieser kette
713460	717460	sozusagen der gödelkette das ist vielleicht auch so das ende von west
717460	720580	world 3 weil da bin ich auch noch nicht ganz darüber hinweg über das ende von
720580	728300	west world 3 aber egal das ist sozusagen ich habe gerade diese beiden videos
728300	736620	gesehen von astro tv comics und von dem anderen da und irgendwie finde ich das
736620	741620	immer merkwürdig ja eigentlich liegt sehr auf der hand dass das hauptproblem
741620	744700	ist dass die leute schon reinstecken dass es einen freien willen gibt und ich
744700	748660	verstehe überhaupt nicht wie jemand der ernsthaft über solche dinge nachdenkt
748660	751660	immer noch an dieser illusion festklemmen kann dass es freien willen
751660	757780	gibt wenn man das weglässt dann hat man es doch schon also im prinzip kann man
757780	761820	alternativ auch formulieren der touring test ist ein test an uns menschen ob wir
761820	767620	unsere eigene intelligenz verstanden haben weil erst dann könnten wir darüber
767620	771460	urteilen ob jemand anders intelligent ist und damit klärt sich dann eigentlich
771460	777660	auch schon wieder das mit dem zombie schaut immer unten in der video
777660	781620	beschreibung nach da werde ich meine ganzen referenzen anbringen und
781620	786460	insbesondere verweise auf meinen englischen kanal wo dann sozusagen in
786460	790940	detail die meisten sachen besprochen sind
