start	end	text
142000	147000	und ich habe mich mal eine Zeit lang da auch hingesetzt und mir die anderen so reingezogen, denen fehlt was.
147000	153000	Also die Guten, die kommen schon ziemlich weit mit ihren Ideen, aber denen fehlt was und zwar der mathematische Background.
153000	158000	Konkret, das gödelische Unvollständigkeitstheorien. Und ich denke, das geht irgendwie allen ab.
158000	165000	Und natürlich stecken die meisten auch nicht so tief in dieser Debatte drin zwischen Determinismus und freien Willen.
165000	170000	Aber das sind ja alles Sachen, über die ich auch hier auf meinem Kanal schon Videos dazu gemacht habe.
170000	176000	Und ja, deswegen war es nur eine Frage der Zeit, bis ich dieses Video mache. Und ich biete Folgendes an.
177000	182000	Nach diesem Video wird es sicherlich noch Fragen geben von euch, die noch offen sind.
182000	187000	Und ihr stellt sie in den Kommentaren und ich mache irgendwann einen Livestream dazu und dann werde ich alle eure Fragen beantworten.
187000	194000	So, und wir fangen einfach mal an. So typische offene Fragen, die ich damals hatte.
194000	201000	Zu Beginn von Teil 2. Träumt Neo, dass Trinity in die Matrix geht, um ihn zu retten und dann stirbt?
201000	206000	Oder da aus dem Fenster rausfällt? Und erstmal, wie kann man das überhaupt erklären?
206000	213000	Vorhersehung und in die Zukunft schauen und so, das ergibt doch gar keinen Sinn. Das ist doch völlig unlogisch.
213000	222000	Eine andere Sache ist, wieso kann Neo die Sentinels in der echten Welt, draußen in Sion, wieso sieht er die und fühlt die?
222000	228000	Und wieso kann er die fernsteuern mit seiner Hand? Er macht irgendwie so und dann fallen sie vom Himmel und sind kaputt.
228000	238000	Wieso ist Neo in so einer Trainstation, in so einem Bahnhof gefangen, obwohl er gar nicht angeschlossen ist, obwohl es so aussieht wie die Matrix?
238000	244000	Wieso kann Smith in den Körper von einem Menschen rein sich kopieren? Wieso geht das?
244000	251000	Das waren sozusagen die Fragen, die ich damals hatte. Und ja, was soll ich sagen?
251000	260000	Was soll ich sagen? Meine Antwort lautet im Prinzip, die sogenannte Realität und die Matrix, das ist derselbe identische Server.
260000	268000	Es gibt überhaupt keinen Unterschied. Wenn man an so ein Telefon geht und die spawnet und auf der anderen Seite auf einmal spawnet,
268000	276000	dann ist das wie, wenn man bei Minecraft irgendwie einen Teleporter benutzt und sonst gar nichts. Der Avatar erinnert sich ein bisschen, aber das war's.
276000	284000	Das ist derselbe Server und es gibt nur diese Illusion, dass die Realität sich unterscheidet von der Matrix. Dabei sind das absolut identische Welten.
284000	294000	Und es wird ja halt einfach nur vorgegaukelt, dass es so ist und das ist auch ganz wichtig, denn draußen zum Beispiel kann Neo ja gar nicht fliegen.
294000	302000	Er kann aber diese Sentinels sehen. Die Idee ist also, naja, das funktioniert nur deswegen, weil er fest davon überzeugt ist, dass das die Realität ist.
302000	309000	Er kann in der Realität nicht fliegen, deswegen kommt er auch gar nicht auf die Idee. Und wir wissen ja schon aus dem allerersten Teil von Matrix,
309000	317000	dass diese Idee haben und dieses Gefühl, dass das überhaupt möglich ist. Diese Überzeugung muss man haben, damit man von dem einen hoch aus aufs andere springen kann.
317000	329000	Wenn man die nicht hat, dann fällt man runter. Das ist ja schon mal völlig klar. Und des Weiteren ist es natürlich so, in meiner Theorie sind Programme und Menschen absolut identische Entitäten.
329000	335000	Es gibt keinen Unterschied, außer, dass das Programm, das Tag hat, du bist ein Programm und der Mensch hat das Tag, du bist ein Mensch.
335000	344000	Und mit diesem Dogma werden sie initialisiert. Also Menschen würden sagen, sie wachsen mit diesem Wissen auf und die Programme wurden so initialisiert.
344000	351000	Das heißt, sie sind davon überzeugt, weil es ihnen jemand gesagt hat, dass es einen Unterschied zwischen diesen beiden Dingen gibt.
351000	358000	Und deswegen verhalten sie sich so, wie sie sich verhalten. Das ist extrem witzig, denn dieses unkritische Übernehmen von Identität,
358000	363000	das sehen wir in unserer Welt auch, dass das erstaunliche Konsequenzen und Früchte trägt.
363000	369000	Die einzige Schwachstelle, die ich jemals an Matrix hatte, war diese Batteriemetapher.
369000	376000	Denn es ist ja klar, dass das wegen Energieerhaltungsgesetz nicht funktionieren kann. Also für einen Physiker ist das natürlich nicht möglich.
376000	383000	Witzigerweise habe ich mal gelesen, dass das eigentlich nicht die ursprüngliche Variante war und die Wachowskis sich eigentlich was Geileres überlegt hatten,
383000	392000	aber wegen Kasualisierung und sozusagen um den Kinomenschen, den Kinogänger, den Konsumenten nicht zu überfordern, haben sie die Sache mit der Batterie eingeführt.
392000	397000	Einfach nur, weil das besser verdaulich ist, auch wenn es Schwachsinn ist. Klar, Kasualisierung halt.
397000	404000	Und das war auch im Wesentlichen das Wichtigste an dem ersten Teil. Das musste ein sehr geiler Blockbuster sein, auf den alle abfahren.
404000	408000	Das war ganz wichtig und das hat er auch auf jeden Fall gut gemacht.
408000	415000	Und übrigens, falls ihr euch jetzt fragt, ich bin natürlich der Meinung, dass die Sequels nicht scheiße sind, sondern das echte Masterpiece.
415000	420000	Und der erste Teil ist nur der Blockbuster, der sozusagen die Einleitung macht.
420000	427000	Der Grund, warum der Mainstream die Sequels scheiße findet, ist einfach, weil es niemand versteht.
427000	433000	Denn das normale Ding ist, ihr beobachtet Folgendes, es gibt einen geilen ersten Film, da ist dann sozusagen diese klassische Handlung.
433000	438000	Es gibt einen Protagonisten und der macht was durch und dann am Ende rettet er irgendwie die Welt.
438000	443000	Im Englischen nennt man das Monomyth und das ist irgendwie Teil einer jeden Erzählung, zum Beispiel bei Star Wars und so.
443000	449000	Das Problem, was Sequels typischerweise haben, die einzige Möglichkeit, die sie machen, ist, sie wiederholen diese Situation, bloß ändern ein paar Settings.
449000	453000	Und deswegen sind Sequels langweilig. Matrix hingegen macht das nicht.
453000	460000	Matrix denkt diesen gesamten Gedanken, was, wenn wir in einer Simulation leben? Was ist dann? Der wird da weitergedacht.
460000	468000	Und ihr müsst wissen, die Hauptinspiration für Matrix ist das Buch von Baudrillard, Simulation und Simulacra.
468000	473000	Und das wird auch, das liegt da sogar rum bei Neo an seinem Arbeitsplatz irgendwo im ersten Teil.
473000	479000	Und der Channel Wisecrack, der englische Channel, der erklärt das auch ziemlich gut, den könnt ihr euch auf jeden Fall mal reinziehen.
479000	483000	Das ist einer meiner lieblingsenglischen Channels, die so Popkultur analysieren.
484000	493000	Und ja, da erklären die das gut und ich rede über Baudrillard im Übrigen auch in meinem Video über Reality TV und die Truman Show.
493000	500000	So, aber jetzt zurück zum Thema Matrix. Die Hauptinspiration ist Baudrillard.
500000	508000	Und Matrix hat jetzt sozusagen eigentlich mal das Hauptproblem, was es lösen will. Was, wenn wir in einer Simulation leben?
509000	516000	Und die Sequel sind deswegen so geil, weil sie das mit Mathematik beantworten, mit Hardcore-Philosophie und Mathematik.
516000	521000	Und das liegt natürlich überhaupt nicht auf der Hand, wenn einem das niemand mal gesagt hat.
521000	528000	Wenn niemand einem diesen interessanten Input geben konnte oder man selber diesen Gedanken nicht hatte, dann kommt man da einfach nicht drauf.
528000	533000	Und meine Aussage ist jetzt, Neo ist Gödel. Und was meine ich damit?
533000	541000	Ihr müsst euch vorstellen, das gödelische Unverständlichkeitstheorien, das ist so ein bisschen, also ich gehe jetzt sozusagen nicht auf die akkurate Mathematik ein.
541000	544000	Ich will euch das nur so ein bisschen erklären.
544000	549000	Stellt euch vor, es gibt diese klassische Geschichte von dem Barbier aus irgendeinem griechischen Kaff.
549000	553000	Und der rasiert jeden Mann im Dorf, der sich nicht selbst rasiert.
553000	559000	Und jetzt muss man nur die Frage stellen, die eine Frage, rasiert der sich jetzt selber oder nicht?
559000	567000	Und dann stellt er schnell fest, mit diesem Axiom, dass er nur die Männer rasiert, die sich nicht selbst rasieren, kann man die Frage nicht beantworten.
567000	574000	Weil wenn er sich selbst rasieren würde, dann könnte er sich nicht rasieren, denn er rasiert ja nur Männer, die sich nicht selbst rasieren.
574000	580000	Und die einzige Möglichkeit aus diesem Dings rauszukommen, also man kann das nicht beweisen innerhalb des Systems. Innerhalb dieses Axioms kriegt man es nicht hin.
580000	585000	Das heißt, man hat keine andere Wahl außer, man muss es definieren. Man muss die Definition machen.
586000	591000	Sonderfall Nr. 1, er rasiert sich selbst oder er rasiert sich nicht selbst und wird von dem anderen Mann rasiert.
591000	594000	Das ist die einzige Lösung für so ein Problem.
594000	601000	Und warum ist dieses Problem so knifflig? Na ja, weil es eine selbstbezügliche Aussage beinhaltet.
601000	607000	Die Aussage, alle Männer, die sich nicht selbst rasieren, beinhaltet natürlich auch ihn, weil er ja selber ein Mann ist.
607000	620000	Das heißt, man kann jetzt schon sozusagen daran erkennen, bei Gödel geht es darum, wenn man formale Systeme, das sage ich jetzt schon mal so, wenn man formale Systeme hat, die komplex genug sind, so Operatoren wie dem Alquantor zu haben,
620000	628000	immer in solchen Systemen kriegt man es hin, Aussagen zu formulieren, die eine selbstbezügliche Referenz haben, also die selbstbezüglich sind,
628000	635000	und daher dann auch so eine Art Widerspruch einbauen, einen Widerspruch in sich drin tragen, einen intrinsischen Widerspruch.
635000	642000	Und jetzt ist es halt so, Neo stellt sich halt wirklich immer diese eine Frage.
642000	647000	Was ist die Realität und was mache ich hier eigentlich? Alles fühlt sich so künstlich an.
647000	659000	Und jetzt ist es so, diese Frage, die er sich selber stellt, aus irgendeinem Grund, zum Beispiel Protonen-Tunneling oder er ist selbst drauf gekommen oder Zufall oder er hat gewürfelt oder jemand hat ihm die Frage eingeflüstert.
659000	670000	Wie auch immer, in dem Moment, wo diese Inception bei ihm drin ist, diese Inception, die macht ihn zu Neo, weil diese Kette sozusagen, diese Zeichenkette, diese Gedankenkette, die ist jetzt in ihm drin.
670000	678000	Und jetzt ist es doch so, genauso wie die Wahrheit lautet, dass der Löffel nicht existiert.
678000	685000	So führt das Weiterdenken nach dieser Frage, was ist die Realität und bin ich determiniert, habe ich einen freien Willen und diese ganzen Fragen.
685000	689000	Die führen dazu, dass Neo am Ende fliegen kann.
689000	701000	Weil dieser Widerspruch, den sozusagen der gödelische Unverständlichkeitssatz probiert, da zu konstruieren, den könnte man sozusagen, wenn man den einmal hat in so einem System, was aus formaler, also formales System,
701000	710000	könnt ihr euch vorstellen, wie ein Computerspiel, wenn ihr da einmal cheaten könnt und nur euch null teilen könnt oder auf einmal könnt ihr fliegen, dann könnt ihr damit alles machen.
710000	716000	Ihr habt dann unendlich viel Kohle und könnt euch alles kaufen und so ein Scheiß und das ist der Grund, warum Neo auf einmal fliegen kann.
716000	720000	Weil er diese Gesetzmäßigkeiten des Systems einfach hacken kann.
720000	723000	Er ist auf einmal ein System drüber und kann es hacken.
723000	733000	Er ist ausgebrochen aus dem Axiom-System, das auf alle Programme und auf alle Agents und auf alle Software auf die ganzen Menschen innerhalb der Matrix wirkt.
733000	738000	Er ist ein Level drüber und deswegen ist er der Auserwählte und kann diese ganze Zauberreisache.
738000	751000	So und er denkt halt jetzt die ganze Zeit darüber nach, ob er determiniert ist und ob alles andere auch determiniert ist und er checkt halt nicht, dass das mit seiner Wahrnehmung nicht zusammengeht.
751000	758000	Wir haben ja auch diese Illusion des freien Willens, aber ich habe ja schon Videos darüber gemacht, wie das mit dem Bewusstsein und dem freien Willen zustande kommt bei uns.
758000	764000	Diese einfache Sache, dass das sozusagen mit unserer täglichen Beobachtung nicht funktioniert,
764000	772000	obwohl uns die Vernunft sagt, dass wenn man an Kausalität glaubt, also an Ursache und Wirkung, dann kann es gar nicht anders sein, da muss der freie Willen eine Illusion sein.
772000	774000	Wo soll der herkommen?
774000	777000	Diese Frage treibt auch Neo um.
777000	786000	Und jetzt ist es so, diese Sache mit den Sentinels, also dass er die außerhalb der Matrix auch sehen und steuern kann, dass er die kaputt machen kann.
786000	790000	Dieses Level-up sozusagen, das hat er erst nach seinem Dialog mit dem Architekten.
790000	795000	Und der Dialog mit dem Architekten ist ja das, was die meisten Leute im Kino komplett abgefuckt hat.
795000	804000	Weil der nur noch Zeug redet, was Büroglyphen redet, was niemand verstehen kann, wenn man nicht zufällig schon darauf hingewiesen wurde, dass das jetzt was mit Gödel zu tun hat.
804000	813000	Ich hatte das große Glück, dass ich einen Kumpel hatte, der einfach ein bisschen älter war, auch ein Physiker-Nerd war und mir das einfach mal irgendwann gesagt hat, übrigens, hier, da geht es um gödelisches Unverständlichkeitstheorie.
813000	819000	Und dann hatte ich noch das große Glück, dass ich einen anderen Kumpel hatte, der mir ein paar Jahre später aus Versehen ein Buch geschenkt hat, worum es da geht.
819000	823000	Hier dieses hier, von Douglas Hofstetter, Gödel Escher Bach.
823000	830000	Das erklärt für jeden, der so ein bisschen Mathe-affin ist, aber keine Ahnung von Mathe-Studium hat, das gödelische Unverständlichkeitstheorien komplett.
830000	834000	Der Beweis wird innerhalb dieses Buches gebracht und der ist einfach mal richtig nice.
834000	836000	Und das hat mir richtig was gebracht.
836000	841000	Und jetzt ist es so, Neo hat also diesen Gedanken und diese Fragestellung in sich drin.
841000	845000	Geht zu dem Architekten, kommt wieder raus und am Ende sieht er dieses Handtunis.
845000	848000	Er sagt ja auch, irgendwas hat sich verändert, es fühlt sich anders an.
848000	855000	Das ist also sozusagen schon klar, dass er da auch so eine Art Auserwählter ist in dieser sogenannten Realität.
855000	856000	Er weiß es nur noch nicht.
856000	862000	Er kann es noch nicht ganz begreifen, was sozusagen die Konsequenz seiner Gedankengänge sind.
862000	868000	Und nochmal, in Matrix 1 konnte er nicht mehr über die Gebäude drüber springen, weil er nicht davon überzeugt war, dass das geht.
868000	872000	Das heißt, das einzige Problem in Matrix ist der eigene Verstand.
872000	880000	Wenn man einmal daran glaubt, dass es so ist, weil man sich zu lange diese Fragen gestellt hat, dann kann man auf einmal Neo machen und rumfliegen.
880000	887000	Und ich mache jetzt noch einmal diese Erklärung von dem supergeilen Experiment mit dem freien Willen.
887000	891000	Es gibt dieses Experiment, da haben sie einen Typen mit einem aufgeschnittenen Schädeldecke.
891000	895000	Und die können mit Drähten da reingehen in sein Gehirn und ihn steuern.
895000	899000	Sie können mit Fernbedienung ihn steuern, ob er den linken oder rechten Arm heben will.
899000	903000	Und das Experiment ist abgelaufen und hinterher haben sie ihn wieder zugemacht und alles ist wieder okay.
903000	909000	Er geht wieder raus aus dem Raum und behauptet, er war das selber, seine eigene Entscheidung, den linken oder rechten Arm zu heben.
909000	917000	Er hat nicht bemerkt, dass er tatsächlich ferngesteuert wurde durch die Forscher, die das Experiment durchgeführt haben.
917000	926000	Das heißt, selbst wenn wir damit konfrontiert werden, dass wir keinen freien Willen haben, können wir es unmöglich begreifen.
926000	931000	Das ist eine Art Gödelbarriere, die unser Verstand nicht überbrücken kann.
933000	938000	Und diese Gödelbarriere muss Neo überbrückt haben und dann kann er losgehen und fliegen.
938000	944000	Das ist meine pseudo-philosophische Erklärung für euch.
944000	951000	Der Architekt erklärt auch in diesem geilen Dialog, den keiner checkt, Neo muss gepatcht werden.
952000	960000	Um das Problem mit Gödel zu klären, muss man, wie beim Barbier auch, ein zusätzliches Axiom einführen, nämlich der Barbier rasiert sich selber.
960000	966000	In dem Fall sagt er, der Code von Neo muss an die Quelle übergeben werden und dann wird die Matrix resettet.
966000	975000	Neo ist nur ein Workaround, denn in jedem formalen System dieser hinreichenden Komplexität gibt es unendlich viele von diesen Gödelketten.
975000	980000	Also Aussagen, die innerhalb des Systems nicht bewiesen werden können, obwohl sie wahr sind, zum Beispiel.
980000	987000	So ist glaube ich die Definition, da bin ich mir gerade gar nicht mehr so sicher, müsste ich nachlesen, egal.
987000	997000	Das heißt, es gibt unendlich viele und das ist übrigens auch der Grund, warum so ein formales System wie unsere Betriebssysteme Windows zum Beispiel nie perfekte Sicherheit garantieren können, sondern es immer Sicherheitslücken geben wird.
998000	1006000	Weil es schon auf diesem formalen Level immer nicht beweisbare Aussagen gibt, die zu Widersprüchen führen können.
1011000	1019000	Es ist auch so, dass der Architekt in dem Film sagt, dass das Orakel, das Konzept des freien Willens erst implementiert hat.
1020000	1027000	Die erste Version der Matrix hatte das gar nicht, die waren ein Schlaraffenland und ein Paradies, aber die Menschen konnten das sozusagen nicht annehmen.
1027000	1033000	Das heißt, die künstlichen Intelligenzen oder die Software oder was auch immer konnte auf diesem Framework nicht laufen.
1033000	1045000	Das ist sozusagen die Übersetzung davon und er sagt ja auch, die erste Implementierung der Matrix war perfekt, aber die Ernten sind halt ausgefallen, weil sozusagen kein intelligentes Leben darauf entstehen konnte,
1045000	1054000	was dann sozusagen in diesen Behältern vor sich hin vegetiert und gefarmt werden kann mit dieser Batterie-Analogie, die natürlich Schwachsinn ist, aber egal.
1054000	1065000	Wie gesagt, den Baubier muss man mit Definition lösen und das ist das, was der Vorschlag ist vom Architekten, das ist das, was er erklärt.
1065000	1070000	Und jetzt ist es auch noch so, es gibt noch ein paar andere lustige, interessante Sachen in Matrix zum Beispiel.
1071000	1084000	Smith hasst ja sozusagen die Menschen alle und er erklärt im zweiten Teil, wenn er Neo das erste Mal trifft, dass er ja, nachdem er von Neo vernichtet wurde, eigentlich der Routine hätte folgen müssen, zur Quelle zurückzugehen und gelöscht werden muss.
1084000	1091000	Aber aus irgendeinem Grund wollte er das nicht tun und er fragt auch selber, warum habe ich es nicht getan, ich verstehe nicht warum.
1092000	1112000	Und meine Idee wäre halt, naja, er ist ja ein Programm, das heißt, er hat irgendwo einen Hidden-if-else-Case, der da heißt, wenn du durch Gödel umgebracht wirst, triggert das ein Event und wir implementieren den Anti-Gödel in dir, der auch so krasse Superkräfte hat und irgendwie gegen Neo kämpfen muss oder so ein Scheiß, das könnte ja sein.
1113000	1124000	Das heißt, er wusste selber nicht warum, das heißt, er ist wie in diesem Experiment mit dem Typen, der die Drähte im Kopf hat, er wird einfach gesteuert durch einen Programm, das ihm nicht zugänglich ist, er sieht es nicht, es ist in sich drin.
1125000	1136000	Und ja, wenn ihr jetzt sozusagen mein Video über das Bewusstsein schon kennt, das ist klar, das Bewusstsein findet auf einer viel höheren Ebene statt, das sieht den darunter zugrunde liegenden Source-Code gar nicht.
1137000	1148000	Das Bewusstsein ist sozusagen eigentlich nur unser Aufmerksamkeitsnetwork, was sozusagen checkt, wie wir lernen und so Preise minimieren will.
1149000	1155000	Das heißt, das hat überhaupt keine Ahnung davon, was für if-else-Cases bei uns reingekodet sind und so wird das bei Agent Smith auch sein und das sagt er ja auch.
1155000	1163000	Und seine einzige logische Schlussfolgerung ist dann, es muss einen Zweck geben, eine Bestimmung, ein Purpose sagt er im Englischen, eine Bestimmung.
1164000	1171000	Das heißt, Agent Smith ist ein totaler Fatalist, er sagt, es ist alles 100% determiniert, es gibt keinen freien Willen und ich habe nur Bestimmung.
1171000	1185000	Das ist so geil, der ist der absolut perfekte Anti-Held für mich und deswegen habe ich mit damals mit 18 oder 17 oder so auch dieses T-Shirt hier gemacht, das ist Aspach uralt, das habe ich mir damit selber gedruckt in so einem Laden um die Ecke, einfach nur weil das einfach mein absoluter Lieblings-Anti-Held war der Typ.
1186000	1196000	So und ich meine, er hat ja auch diesen geilen Spruch mit, der Mensch ist das Virus, wir sind die Heilung, im ersten Teil bringt er ja schon diesen geilen Monolog, wo Morphos da auf dem Stuhl sitzt und so, das ist einfach alles viel zu herrlich.
1197000	1224000	Und ja, jedenfalls in dem Moment, wo Neo Agent Smith im ersten Teil tötet, triggert das sozusagen, diesen F.L.'s Case in Smith und Smith wird zu dem, der dann später ist und in Teil 2 ist dann sozusagen genau seine Schlussform, es gibt diese Bestimmung und ja, er kann halt seinen eigenen F.L.'s Case nicht sehen und das ist genau das mit dem freien Willen.
1224000	1240000	Diese Illusion des freien Willens, diese Barriere, die kommen mir nicht rum. So ist unser Bewusstsein definiert. Es kann, diese simple Tatsache, dass alles kausal mit einer zusammenhängenden und freier Willen Illusion ist, kann es nicht auflösen und wir können es nicht auflösen.
1240000	1255000	Das ist genau das und das hat Agent Smith auch das Problem und ja, jetzt ist es so, es gibt zum Beispiel so typische Fragen wie, was ist denn, wenn die Agents zum Beispiel den Keymaker, den Schlüsselmacher, wenn die den töten, dann ist doch der ganze Film zu Ende.
1255000	1285000	Ja, aber auch da kann man Argumenten im Moment machen. Die Agents sind ja auch nicht frei, das heißt, die könnten zum Beispiel auch so einen F.L.'s Case drin haben, der sozusagen im letzten Moment, wenn sie Liesel sind und ihn töten könnten, es dann einfach nicht tun oder wenn einem das zu doof ist, weil das so sozusagen, damit kann man ja wahrscheinlich alles erschlagen mit dieser Argumentation, dann würde ich sagen, naja, man könnte auch sagen, wer auch immer die Matrix, also die Matrix und die Realität, dieses lustige Experiment, wer das designt hat, der würde sozusagen diesen Server dann einfach neu rebooten und nochmal gucken und dann kann man dann auch mal sehen,
1285000	1296000	ob es noch eine andere Lösung gibt. Wenn der Schlüsselmacher stirbt, bevor er seinen Auftrag erfüllen kann, naja, dann ist sozusagen dieses Experiment verwirkt und man macht einfach nochmal nötes, so wie es mit der Evolution auch ist.
1296000	1310000	Wenn irgendwo eine Sackgasse ist, dann geht es da halt einfach nicht weiter, das wäre ja gar nicht so schlimm. Wir sehen sozusagen ein Universum, in dem das passiert, so könnte man auch argumentieren, so würde ich ja mit Evolution auch argumentieren und das ist überhaupt keine logische Inkonsistenz für mich.
1310000	1330000	Das heißt, das ist nicht so wie in diesen alten Zeitreisefilmen, wo wenn man irgendwie zurückgeht und dann irgendwas verhindert, dass dann auf einmal so eine Art Schicksal eingreift und dann am Ende die Frau trotzdem stirbt und nur auf eine andere Art und Weise, weil da wird es sozusagen völlig vernachlässigt, dass dadurch das gesamte Universum komplett geändert wird.
1330000	1337000	Das fand ich immer schon unlogisch, ich weiß jetzt nicht, ob ihr mir da folgen könnt, es ist auch egal, das spielt jetzt eigentlich keine Rolle, ich will eigentlich weitermachen und über Matrix reden.
1337000	1353000	Diese Idee, dass die Leute nicht merken, dass sie manipuliert werden, diese Idee kann man ja auch jetzt schon ohne Probleme auf Smartphones und unsere Propaganda mit Facebook und den sozialen Netzwerken übernehmen.
1353000	1362000	Falls euch sowas interessiert, zieht euch meine Videoreihe zur Digitalisierung rein, in meinem ersten Video zur Digitalisierung als Dystopie-Denken, da erkläre ich das auch, diesen Zusammenhang.
1362000	1376000	Diese Frage nach dem freien Willen, das ist eine selbstreferenzielle Frage. In dem Moment, wo wir sie beantworten würden, würden wir auch verstehen, wieso wir sie gestellt haben.
1376000	1385000	Das ist ein selbstreferenzielles, sich selbst irgendwie beziehendes Problem und das ist das, was wir daran nicht greifen können, diese Rekorsion, die da mit drin ist.
1385000	1394000	Das ist einfach interessant irgendwie. Und jetzt konnte man zum Beispiel fragen, was ist denn jetzt mit Neo? Ist der jetzt determiniert? Ja oder nein?
1394000	1401000	Und natürlich würde ich sagen, klar, der ist determiniert, aber er ist nicht so determiniert wie die anderen, denn er ist ja aus dem Skript schon ausgebrochen.
1402000	1411000	Er kann nicht mehr durch irgendeinen IF-ELS-Case offensichtlich eingefangen werden. Was er einfach noch hat, ist sein Input und sein Bewusstsein und sein Verstand.
1411000	1418000	Das heißt, er muss durch die anderen Inputs in Schach gehalten werden und deswegen gibt es diese ganzen Formalismen von Kontrolle.
1418000	1426000	Es fängt an mit dem Kanzler, der ihn unten in dem Keller vollquatscht von wegen, was ist Kontrolle und wir könnten die Maschinen kaputt schlagen, aber wir sind auch von ihnen abhängig und es gibt eine Symbiose.
1426000	1436000	Dann das Oracle, was die ganze Zeit auf ihn einredet, Morpheus redet die ganze Zeit auf ihn ein. Das sind alles Teile der Kontrolle, alles Teil des Systems der Kontrolle, so wie Neo das auch selber sagt.
1436000	1448000	Und ja, das Oracle hat ja die Feature mit dem freien Billen gekodet und vielleicht würde ich deswegen so weit gehen und sagen, das Oracle ist so eine Art Gödelmaschine, so wie der Schmidt Huber das sagt.
1448000	1454000	Falls euch sowas interessiert, ich verlinke euch das Paper vom Schmidt Huber, aber keine Sorge, das ist so heftig, das rast man eh nicht.
1454000	1464000	Ein anderes wichtiges Detail meiner Meinung nach ist auch diese Trainstation, also dieser kleine Bahnhof, wo Neo drin aufwacht, am Anfang vom dritten Teil.
1464000	1475000	Denn da wird er ja dieser kleinen Sati, diesen Mädchen vorgestellt und es stellt sich im Dialog heraus, Sati ist das einzige Programm, was keinen Zweck hat.
1476000	1483000	Sonst hat jedes Programm in der Matrix und damit auch jeder Mensch, weil jeder Mensch ist bei mir in meiner Welt auch ein Programm, einen Zweck.
1483000	1493000	Sati hat aber keinen Zweck und deswegen muss sie gerettet werden, weil sie sonst vom Systemadmin quasi gelöscht werden muss oder was auch immer, also vom System.
1493000	1504000	Und in meiner Idee, wenn ich sage, es gibt sozusagen einen Designer, der dieses lustige Konstrukt sich mit der Realität und der Matrix ausgedacht hat und das vorgaukelt, dass das was unterschiedliches ist.
1504000	1516000	Also sprich der, der diesen Server designt hat und administriert, der hat jetzt sozusagen, der beobachtet jetzt, Moment mal, ich habe hier Leben geschaffen in meinem System,
1516000	1524000	das ich nicht selbst programmiert habe, sondern die KI's, die ich programmiert habe, sind schon fähig dazu, selber Leben zu erschaffen durch Programmieren.
1524000	1533000	Das ist sozusagen das, was Sati ist und für mich ist das deswegen auch so interessant, weil das natürlich so ein Symbol, so ein Ideal-Symbol von Reinheit ist, dieses Mädchen.
1533000	1542000	Sie hat keinen Zweck, sie ist einfach nur zum Selbstzweck da und jetzt könnte man auch nochmal kurz einwerfen, wie das überhaupt mit dem Touring-Test ist.
1542000	1553000	Wenn eine KI den Touring-Test besteht, dann gibt es faktisch keinen Unterschied mehr zwischen einer menschlichen Intelligenz und einer künstlichen Intelligenz.
1553000	1561000	Joscha Bach hat es mal so formuliert, der Touring-Test ist eigentlich die Frage, ob wir Menschen unsere eigene Intelligenz begriffen haben.
1561000	1574000	Und das ist halt geil, weil dieser Unterschied sozusagen, der wird dann auch klar, weil ja das Programm redet dann zum Beispiel von Liebe für seine Tochter.
